,corpus,label
766,Come support your Eagles ! Praying for you guys ! Tomorrow is Saturday .,O O O B-sportsteam O O O O O O O O O O
767,Aka #dreadlock day .,O O O O
768,Bring on the twist n rip ... #TnR #reggae #rasta #marley #bobmarley wore socks for second day in a row ... RIP Summer @paulwalk It 's the view from where I'm living for two weeks .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
769,Empire State Building = ESB .,B-facility I-facility I-facility O B-facility O
770,Pretty bad storm here last evening .,O O O O O O O
771,"Ahaha , the look on @__nancy ' s face when someone asks ' What part of the States are you from ?' is PRICELESS .",O O O O O O O O O O O O O O O O B-geo-loc I-geo-loc O O O O O O O
772,I madw my email when i was 10 and yeah its really embarissing lol Beautiful day in Chicago ! Nice to get away from the Florida heat .,O O O O O O O O O O O O O O O O O B-geo-loc O O O O O O O B-geo-loc O O
773,Season opener for Bradley Soccer tonight ! in tthe Car :/ Today wasz Fun cusz anna Came juss for me &lt; 3( : hahaha @NiccoleG when you coming to grandma house ? watching the VMAs Eminem is BeAsT and is smexy !!; )And Chelsea Handler is hilarious ! Finally got a boyfren he gave me the cutest thing today @George_Hill3 u made my day :) Avast AntiVirus 4 8 PROFIONAL Full Life Time Key : Avast AntiVirus 4.8 PROFESIONAL Full with Life Time Keygen ! ---- ... http://bit.ly/blPqIH RT @ZodiacFacts : #ZodiacFacts As a #Gemini your energy is best spent delegating responsibilities and being there if or when people need you .,O O O B-sportsteam I-sportsteam O O O O O O O O O O B-person O O O O O O O O O O O O O O O O O O B-other B-person O O O O O O O B-person I-person O O O O O O O O O O O O O O O O O O O O B-product I-product I-product I-product I-product O O O O O B-product I-product I-product I-product O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
774,what to do today ? 'or even in a 69 .,O O O O O O O O O O O
775,smother me w/ it and hold my dick like a joystick when u do it .,O O O O O O O O O O O O O O O O
776,"shit ... say some shit like "" suck this pussy "" i wont laugh .' @TobyHymer you whittier kids have been on a public bus before :o ? Haha jk ! Have DJ Got Us Fallin in Love in my head .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-other I-other I-other I-other I-other I-other O O O O
777,""" Cause baby tonight , The dj got us fallin in love again "" So tired ! Someone said I have no life today :( they said they were joking but still it made me mad lol RT @JodyModel : #Blackholidays Pookie Release From Prison Day @MakethisRalate good luck at Elliot Miner :D yous were greaaaat tonight &lt; 3 xx September dates to remember : http://fb.me/zUJIeN0U RT @sweetwaterbrew : 1st batch of Exodus Porter went into the brew house today ! going exclusively into the winter edition of the tackle ... @ChristineCaine please pray for my hubby &amp; I , u spoke a promise over us years ago , I pray that come to pass and my hubby stay rooted in JC x Lmao .. They #Hurrt ! RT @_sofucKENNrude y every nigga tryna grow they hair out .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-facility I-facility O O O O O O O O O O O O O O O O O O O O B-product I-product O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
778,should of did that a long time ago .,O O O O O O O O O
779,-_- skimp ass braids .,O O O O O
780,@preciousweapons #filthyglaMOUR arrived at my school today http://twitpic.com/2pai07 LOOOK please 39 @godsgirl8494 can u please follow me ? you will make my day &lt; 3 8 Its stupid I hate getn a attitude from ppl when I 'm jus tryna be nice n shit .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
781,"WTF now I 'm mad so dnt talk to me right now tonight was pretty good :) but soo coldd :( RT @hificlub Come get your blood flowing with @waxromeo &amp; @fordinho at The Heartbeat tonight , or as we call it Hide-and-Go Sikh ! 3:12 am tweet just planned the day after reading loads of NEWS ... tommorrow is a big day wipro 's interview checking my pronunciation ..! Day 27 - Day 27- Why are you doing this 30 day challenge im doing this because i am bored :) http://tumblr.com/xooiuell3 RT @KhadijahC RT @SuchaMFGentlemn wonder when @sexinini is gon lt me put the 8==== =D on her ? &lt; lmfao wooooooow ( nini knws wsup ha u next lol ) So today at the doctor , I learned I gained muscle weight .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-facility I-facility O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-company O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-person O O O O O O O O O O O O O O O O O O O O
782,"I swear it has to be all in my ass ! Ok , I lied about the Cachupas ... they didn't get made ... tomorrow ... maybe ( need I remind you that we reserve the ... http://fb.me/I0ogMBll Waiting for my mom to fucken pick me up the ganna go eat after off to garden grove If you're a guy &amp; I keep hurting your "" feelings "" all the time , something ain't right .",O O O O O O O O O O O O O O O O O B-product O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-geo-loc I-geo-loc O O O O O O O O O O O O O O O O O O O O
783,Chin up nigga DAMN .,O O O O O
784,So unattractive .,O O O
785,Just ordered pizza .,O O O O
786,First time since May to order Pizza Hut .,O O O O O O B-company I-company O
787,"Definitely not a fave , but Pizza by the Chef doesn't deliver five hours away/ Not only is it #BattlestarGalactica 's 32nd Anniversary , tonite is the 3rd season premiere of #StarWars #TheCloneWars !! Bonfire tonite .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
788,"All are welcome , joe included @MoochieBad I don't have none ! What are urs ? I have 2 days with nothing to do ! This time tomorow i'll be in Taorminaa :D DD ^^ UT : John Chiles out , Mike Davis in : Texas wide receiver John Chiles has been ruled out of Saturday night 's game wit ... http://es.pn/aBLrXN @AppleJoey_ Buut .",O O O O B-person O O O O O O O O O O O O O O O O O O O O O O O O O O B-geo-loc O O O O O B-person I-person O O B-person I-person O O B-geo-loc O O B-person I-person O O O O O O O O O O O O O O O
789,Ill have to get on my phone .,O O O O O O O O
790,Im going to some thing with my friends tonight .,O O O O O O O O O O
791,"D : @number2jake wanna go to Liffey valley tomorrow ? :) &lt; 3 If my calculation is right , Christmas is only 98 days away ... @IzzieZac Told you !! :o )) When 's she back again ? RT @Jasmynebieberr : Teenage Dream is on the radio ! My day just got a little better .",O O O O O O B-geo-loc O O O O O O O O O O O O B-other O O O O O O O O O O O O O O O O O O O O O B-other I-other O O O O O O O O O O O O O
792,I need to draw FASTER .,O O O O O O
793,"I 'm gonna scan two weeks worth of doodles to get going , lol .",O O O O O O O O O O O O O O O
794,"IF YOU HAVEN'T HEARD ... THERE IS AN AMAZING SHOW GOING ON TONIGHT AT JANNUS LIVE ... SUENALO ! FROM MIAMI W/ SHAKEMODE AND INDIGENOUS ... Son popping of to school , anybody want a shoutout before i go ? just ask , and ill provide .",O O O O O O O O O O O O O O B-facility I-facility O B-musicartist O O B-geo-loc O B-musicartist O B-musicartist O O O O O O O O O O O O O O O O O O O O O O
795,You blink when you breathe and you breathe when you lie .,O O O O O O O O O O O O
796,You blink when you lie .,O O O O O O
797,"@drance just wait til you discover that all tableviews scroll up when you tap the top bar where the clock is :) You think I'm pretty without any makeup on , you think I'm funny when I tell the punchline wrong .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
798,Know you get me so I let my walls come down Going to the country fair today :) What a productive day .,O O O O O O O O O O O O O O O O O O O O O O O
800,"At 7pm we'll show the Awarded movie "" Agora "" by Spanish director Alex Amenabar who directed "" Mar Adentro "" ( "" The Sea Inside "" ) .",O O O O O O O O B-movie O O O O B-person I-person O O O B-movie I-movie O O O B-movie I-movie I-movie O O O
801,W/Rachel Weisz .,B-person I-person O
802,Oct 9 ( happy dance ) RT @MiChY_pEaChY @LiifeSizeDoll wens ur bdayy boo ??!! Damn all mi niggas havin babies on meh .,O O O O O O O O O O O O O O O O O O O O O O O
803,Nope nope ! I not da step mommy .,O O O O O O O O O
804,Time for a new team .,O O O O O O
805,I'm talkin #allstarlineup I swear that i`ll hold on to that promise i made on the 17 of March 2010 .,O O O O O O O O O O O O O O O O O O O O O
806,"How is it that the same ppl who complain about crime and potholes r outraged @ the idea of paying an extra $2/month to improve those things ? @iFckd_Hannah wow , sounds like ur pretty busy these days ... twitpic ur new haircut hehe :) so ur havin a relaxin friday , no parties ? Ahhhh ! Omg .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-company O O O O O O O O O O O O O O O O O O O
807,"Just saw a preview for episode one of season six of Criminal Minds ! Can't wait for next week ! Willow Smith is not 9 years old .... she got that Lil Mama/ Benjamin Button disease Getting ready , &amp; then out for the nighttttt :) With my boyfriend tomorrow-Sunday &lt; 3 Coding typo of the day : "" resluts "" - &gt; "" results "" @BieberEgypt I 've got some bad news , Yeah I cant come to the meeting tomorrow .",O O O O O O O O O O O B-tvshow I-tvshow O O O O O O O B-person I-person O O O O O O O O O O O B-person I-person O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
808,": S It 's official !!! Vegas for the weekend ! Starting tonight !! #nohands RT @Kiara_TheGR8 : Someone please wake me up when May 7 , 2011 gets here ! #thanks Best day of school :) haha i want a popsycle : x Ah a Friday night free ! Avin a drink with friends .",O O O O O O B-geo-loc O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
809,Lent the T4 to friend to camp in .,O O O O O O O O O
810,Off camping to Robinhoods bay In Jasmin .,O O O B-geo-loc I-geo-loc O B-geo-loc O
811,Good weekend It is Friday afternoon adn I could n't be happier .,O O O O O O O O O O O O O
812,Ending a crappy week on a good note is always nice .,O O O O O O O O O O O O
813,RT @TheOutlawz : EVERYBODY WHO WANT A FOLLOW FROM ME FOR FOLLOW FRIDAY LET ME KNOW !! WE AINT LIKE THESE HOLLYWOOD AZZ RAPPERS WE FOLLOW BACK ! Goodmorning ? Just woke up .. Gonna study again for today 's exams..that 's okay because later no more examinations ;) just whooped st .,O O O O O O O O O O O O O O O O O O O O O B-geo-loc O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
814,francis preps asssss .,O O O O
815,and i scored a goal :) and its friday .,O O O O O O O O O O
816,and i have no homeworkkk .,O O O O O O
817,"SICK LIFEEEE Fashion week ends with Ralph Lauren , Oscar de la Renta , Gwen Stefani &amp; a Weir ...: -Coco Chanel "" I design for the ... http://bit.ly/beBG9e Let 's go to New York tomorrow with Blakehurst .",O O B-other I-other O O B-person I-person O B-person I-person I-person I-person O B-person I-person O O O O B-person I-person O O O O O O O O O O O B-geo-loc I-geo-loc O O B-other O
818,Contact us about your fall/winter trave @ 410-336-3234 @justinbieber I could sing with you what I`ll do o show in november in my city oh my dream and sing one time #DiggyFollows50 @Diggy_simmons FOLLOW ME PLZ CAUSE IM HAVIN A BAD DAY AND WOULD BE SO MUCH BETTER IF U FOLLOWD ME .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
819,"BUMPING AIRBORNE RIGHT NOW TOP EVENT -- &gt; http://schmap.it/98hCOt - And tomorrow the @BaristaThing Event goes down - open to pros , home baristas , c ... ( via @CoffeeGeek ) Confronting my hoarder tendencies .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
820,If anyone wants 17 pairs of used size 9 mens Nikes from 10 years ago or 60 blank cassette tapes ... @maureenjohnson : Zombies .,O O O O O O O O O O O O O O O O O O O O O O O O O
821,You always have to be careful because you never know when they'll strike .,O O O O O O O O O O O O O O
822,The guys are cooking about a dozen pizzas at our house for the tailgate tonight .,O O O O O O O O O O O O O O O O
823,Nonetheless it smells fresh in this place .,O O O O O O O O
824,RT @SonyElectronics : Sony/Bud Light 3D tailgate parties on Saturday - Clemson party at http://bit.ly/cds8Pd ; Auburn party at http://bit .,O O O O O O O O O O O B-geo-loc O O O O B-geo-loc O O O O
825,... I really feel like staying up all night listening to my CDs .,O O O O O O O O O O O O O O
826,"The neighbours and my boss at work tomorrow would complain , so no can do :( @Jsmoothhh it 's not supposed to rain till Sunday night .",O O O O O O O O O O O O O O O O O O O O O O O O O O O
827,"I fully expect that my shrimp will be delicious tonight , if not extra buttery from the oil spills .",O O O O O O O O O O O O O O O O O O O O
828,#redlobster http://images2.fanpop.com/images/photos/3900000/Edward-100-year-virgin-twilight-series-3937647-510-755.jpg ADOGUEI ESSA IMAGEM Role of a Real Estate Lawyer in FSBO | eHowcom : Role of a Real Estate Lawyer in FSBO .,O O O O O O O O O O O O O O O O O O O O O O O O O
829,When you purchase property i ... http://bit.ly/cGsTy1 Dollar steady versus yen but market wary of intervention | Money ...: The dollar held near its highest in a month ... http://bit.ly/a0F3dO @DeezyWest raiders get there first win this sunday #Predictions I hope the weeks keep flying .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
830,It 's actually fantastic the way none of the days dragged this week .... like NONE .,O O O O O O O O O O O O O O O O O
